"q0coef","q1coef","q2coef"
0.435248295583951,0.455885217470523,0.339721743485046
-0.357791008132873,-0.0669479707748266,0.0637556628678052
-0.156062612202843,-0.0122389387811874,-0.00782353577000527
0.36912804995815,0.268186094621456,0.163927718557051
0.239073371985071,0.0972435868396157,0.0301494136700085
-0.0852021609129771,0.177903831053342,0.162640823263266
-0.308892952062266,-0.326612725120245,-0.192271940654164
-0.138679119068167,-0.0977829724688538,-0.0776395718563385
-0.145343863800774,-0.109276354843903,-0.0740539811014319
0.134026145952092,0.116939453088046,0.181177544934062
0.305017973727631,-0.0425736944599588,-0.0299880947018371
-0.234402983440345,-0.021535589644802,-0.0284100977179169
0.023571218258858,-0.168360307989632,-0.1520192419087
0.15195263863158,-0.0401902434290353,-0.0699400316408833
0.104803785986047,0.150296484704965,0.143304049761317
0.0669148512547949,-0.00487847726192114,-0.0508780909007842
-0.12405034714071,0.0905707656383946,0.0377121491559738
0.222255259025738,0.291186317979385,0.222747522123876
-0.109974215560689,-0.105447581949661,-0.0910565842881366
0.207152726592037,0.119178292314078,0.0721878625475012
-0.266456005984534,-0.274057783552176,-0.19377554049475
0.126601755464781,0.0349429151543619,0.0171168084608993
0.0487819519916028,-0.132442883011594,-0.117240373968356
0.136545367217719,0.0537539818323061,-0.0279262360815576
-0.195495020297713,-0.123843477230035,-0.0833025440381266
0.153377206568863,0.0181269054092924,0.0428352042910558
-0.142877343389646,-0.204141034183191,-0.174938561122899
0.379294399793748,0.101523607931576,0.0660723094565128
0.11494486613719,-0.0777481380957356,-0.0579919986902998
0.0707364350994977,-0.0538106532888993,-0.0722648284697729
0.13467628546413,0.131360067305579,0.105102414320775
0.185500435779487,0.111481683779297,0.0366812947248781
-0.211710033526287,-0.197792780264286,-0.0974395691082949
0.0831925082327657,0.420828074209647,0.386128474804136
-0.2114163390412,-0.0682925267094191,-0.108455586326245
0.10190411793213,-0.207277470384703,-0.2316528556951
0.394703746271507,0.0159303401910342,-0.00963171522217343
0.144868617360353,-0.0799008692626861,-0.000787575211524505
-0.834657333792519,-0.333818679911514,-0.233244858965583
0.0989267486915687,0.10953061126123,0.094362823241782
0.159536205266081,-0.173722586374439,-0.129014385868358
0.14703758253268,0.25910937005347,0.210344701088136
-0.401212889942808,0.0223447378367023,0.00840692242554214
-0.255192030156598,-0.130585964689187,-0.119207751979186
0.168739808628525,-0.0637996469926843,-0.0634129385837109
0.346353908709097,0.222440387833376,0.160931384259298
0.251464966016745,0.167814864183329,0.13906125413257
-0.310483860528061,-0.0191695882348043,0.0166428828106434
0.0274363203961498,0.176822394589836,0.20276730220358
-0.243685512996281,0.00524562006112206,0.0322405477538446
0.286240771706877,0.0988302292926663,0.051377721642422
0.178041034242469,0.24057620378543,0.19842979051295
0.011223267726317,0.115363180095649,0.151597336973037
-0.171287031171436,-0.118480205506512,-0.113728415880989
-0.131315767327795,0.0783039526700318,-0.000481756170171654
0.0288130695857829,0.050935471980493,0.0733282242806289
-0.219080847831389,0.0143743033555007,0.043168445991334
-0.0708201054553789,0.0559794013421893,0.0482438475039829
-0.340873417381995,-0.142243299493399,-0.0576223560973105
0.312171220090811,0.0144714678306626,-0.0554957381765482
-0.113171585589428,-0.112382920474813,-0.110934079312315
-0.316862765680114,-0.276462375656858,-0.158689655766473
-0.151022692751036,0.0232151992062253,0.0271389784642903
-0.138063982641057,-0.0369176306211303,-0.0677189668848852
-0.269315656440245,-0.0122426563196503,0.089566182293889
-0.00656293502520056,-0.108360497029668,-0.145699338010974
-0.308554141608462,-0.0618277881960647,-0.0405515093544851
-0.275433347847247,-0.0682902828649528,-0.0521556558999567
-0.38053282206744,0.0487847656118537,0.0317742963641406
-0.0878337225696133,-0.0236285748211791,-0.0340979572020984
0.361924822399498,0.191354482738267,0.11242658310586
0.1416758671759,-0.0141800205888698,0.00257198692738098
0.0498564677578643,0.186234522114267,0.184958366234464
-0.26249986479066,-0.34069160369189,-0.257488073334459
0.0298966600601597,-0.195615745371436,-0.155362899763607
0.140210366532865,-0.130804907804264,-0.119278549322856
-0.321988199823874,-0.0943031912313992,-0.0566630695438663
0.189286569830032,0.0282785895859412,0.0117611820673511
-0.0138605076668422,-0.110699100982662,-0.0668544921650835
-0.0261146949752191,0.0203824249517809,0.0306919079854467
0.0248249391454112,-0.020947253400703,0.0306347976998707
-0.0455986346488915,0.0080502308797602,0.0343996945268081
0.0868140249934937,0.177614984166141,0.15900416686366
0.0872041269337214,0.356821944679404,0.322009912265767
0.0419225172678959,0.0628968061397605,0.113662129402369
-0.306458357003672,-0.211277081440123,-0.0957613984080416
0.216373110057613,0.293583264202192,0.201904877136983
-0.0213771483531573,-0.198194569730666,-0.130570025438698
-0.332430607808264,-0.288463174609434,-0.237278291817613
0.0383341067338505,-0.0639226010551848,-0.0626500167738858
-0.0826330691631637,-0.0200203650486109,-0.0365156171242563
0.109740797732407,0.032969373283647,0.0244932487500173
-0.328643103881208,-0.431030360232862,-0.321254027520866
0.0851243804539661,0.20131739810118,0.127383667731246
0.156542228629466,0.121997157430536,0.0758281072789249
0.173511288433183,-0.0699241529730511,-0.123015627838739
0.172318660089463,0.127914791171305,0.0750607045302923
0.450526562586592,0.290607672564761,0.224100147230779
0.10370854447946,0.130249782546843,0.140604345304878
0.36741988715953,0.0641373534806938,-0.0182044352332558
0.279330145876627,0.0831033941384595,0.0197671993246422
0.161020814867283,0.100937417729554,0.0237533115363703
-0.351764551297048,-0.175574123930464,-0.0316988106457017
0.0540373177445598,0.159703786534705,0.174449108071615
0.526218864715396,0.133776856852896,0.0704424036511431
0.207396537245414,0.000323193735421667,-0.0253101489254823
-0.129032341033744,0.161724257197686,0.160380697983678
0.241338602145571,-0.0947683334664438,-0.10044177781203
0.246063572765821,0.309578117555585,0.227819759213534
-0.33048424951619,0.0426769867199109,0.0467251125245732
-0.00425899843372257,0.00321927411654821,-0.0205666952191047
-0.103818050903447,-0.0373461621169807,-0.0361825930946768
-0.407444851621927,-0.326622247916653,-0.24620201453226
0.100519865745096,0.216612971421817,0.129998995754596
0.031172995135002,-0.0127447709676843,0.0188415247676842
-0.379851937031446,-0.262373197992628,-0.101124217848162
-0.0143602019432324,-0.0499671729323832,-0.0189522425098221
0.168822906351349,0.209503708160477,0.142109289437258
-0.0754481030515335,0.0824788320092844,0.105113991257644
0.373353859793405,-0.0448975705898451,-0.0462301400747727
0.324672350736684,0.0972616504602956,0.0365893743007263
-0.0359507978914207,0.0458403367002175,0.086736974691174
-0.299644046748753,-0.286019179923366,-0.237559049406143
0.0272133671105101,0.194841694855819,0.106473138608147
-0.239205613941296,-0.153205702547246,-0.134948066206947
-0.397877697637727,-0.0879606856900729,-0.0390741343168162
-0.0373575441779714,-0.0120817360298314,0.0411845399017109
0.0301037599692269,-0.112964234472761,-0.0823405235243166
-0.161454343746682,-0.00372833257982763,0.0651320324873598
-0.0205263161578321,-0.0662543173966552,-0.0684199263119948
0.0408862412377866,-0.0631502504767624,-0.0506431843464279
0.155534048421593,0.193161886490618,0.222705940783101
0.0746503448012387,0.0838185242168674,0.0269148150843706
0.166007332120403,0.256227354860385,0.191310248040855
-0.199569558545212,-0.0182045902035772,0.0651529773943939
-0.179783702664419,-0.105562692431879,-0.121535097116663
0.0304267495517754,0.156635904368931,0.128157758288758
-0.0443000690703379,0.0353517633067283,0.0370073647488333
0.1822311568038,0.0771283007710358,0.0843116329663061
-0.0717231761406836,-0.078520994382908,-0.00403518014899507
-0.0765380846363676,-0.150622171798288,-0.170154061655043
0.361078508465077,0.104132320256362,-0.0136605745153074
-0.416937963191577,-0.0703438489652853,0.00352801978088646
-0.0517222190935045,0.19716872845187,0.23740384140254
-0.243771657865982,-0.148695337660675,-0.0519907839000517
0.372418710744995,0.028076522193902,-0.00596676784991723
-0.268530234598353,0.017691670853336,0.057441497539916
0.00450880791082631,-0.189430436055959,-0.13558493572847
0.119842340288612,0.134822036929642,0.10689798295626
0.0391946776095192,0.0832340204348467,0.0592604537062201
-0.452258293105089,-0.296027342887657,-0.185576988072329
-0.458450016593504,-0.342787085949334,-0.320016096189736
0.0109722336604958,-0.158709719998617,-0.157484658421565
-0.154204648713823,-0.00670483536977395,-0.0417620326777695
0.0264514517309883,0.198934170446322,0.156076696356741
0.00337434774555645,0.0850226620744347,0.09483863273759
0.654975584548224,-0.112876773413238,-0.209227458536878
0.217750153414832,0.205306573659762,0.16375648613957
0.144742723996558,-0.0662687039425783,-0.0956827421595193
0.0244945110060488,-0.153371891100716,-0.160879044092464
-0.176377252050604,0.0435732502165306,0.0967232742097291
0.193535826188491,-0.106861873560281,-0.118317974172899
-0.502070773293934,-0.0432460822117718,-0.015760024825017
0.38556323649671,0.0950090461168319,0.0266369816782996
-0.197028640785784,-0.193562135104198,-0.255579617755474
0.129063801039905,-0.0339078209944897,-0.0123564023479412
0.481828291428367,0.263831324775687,0.159128853523493
-0.0173467614473316,0.0554929320569704,0.0674815376629323
-0.0413150369915777,0.0893906706369932,0.0928778316536996
0.340289965705897,-0.0951266514212677,-0.191214086290885
0.00483758839160198,0.145194023894195,0.111624802998722
0.25456258104952,0.137260461423687,0.0931629895048717
-0.327128905286523,-0.0742723387761839,-0.0625275360586803
0.311465054192987,0.336341470490215,0.303956629940769
0.0582801267465115,-0.0435110633387011,0.0205295061216016
-0.589079331257458,-0.340291982991075,-0.213110533173759
0.150534357132054,-0.0285679237155518,-0.092776319926851
-0.138887314382148,0.193934735400321,0.153925022359125
-0.52575418810142,-0.0775005603738457,0.0357266633347064
-0.0366588026029022,0.110861736297419,0.16011450609323
0.197595062250521,0.0191425301167164,-0.0241212271481633
-0.153619384577278,0.0170921239043316,0.0432972471952655
0.108568376359977,0.195221838849796,0.154964189241568
-0.244672323076552,-0.14666276737787,-0.110078474403633
-0.467583304692136,-0.159713976629711,-0.0854927754284734
-0.225867667187045,-0.0581849163840081,0.0525961181609744
0.444185921596238,0.186452332364225,0.0742963492843944
-0.525719663522648,-0.0883612370781517,-0.100281981237049
0.182104515675617,0.0380608335772312,0.000919666710866629
-0.0949216331796777,0.0752314274302616,0.116376796995803
-0.263024082053071,0.0276169988938526,0.0692266875672259
-0.364479665702342,-0.23708443625382,-0.107516661768772
